city,name,type,capacity,latitude,longitude,website,addr_street,addr_city,operator,phone,opening_hours,osm_id,source,region,country
São Paulo,Estádio Municipal Antônio Cândido de Assis,stadium,,-23.7209109,-46.8533155,,Rua Juvenal Luz,,,,,968250986,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.712468,-46.8386785,,Rodovia Armando Salles,,,,,969886681,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro Alfredo mesquita,theatre,,-23.5130561,-46.6284111,,Avenida Santos Dumont,São Paulo,,,,985858681,OpenStreetMap,LATAM,Brazil
São Paulo,Delirius Boate Drive,nightclub,,-23.5919235,-46.5300113,,Avenida Sapopemba,São Paulo,,,,993712480,OpenStreetMap,LATAM,Brazil
São Paulo,Buffet Kid Maluco Teens & Kids,events_venue,,-23.704088,-46.5428452,https://www.kidmaluco.com.br/,Rua Princesa Francisca Carolina,,,+55 11 4122 1700,,995312062,OpenStreetMap,LATAM,Brazil
São Paulo,Estádio Urbano Caldeira,stadium,16798.0,-23.9511497,-46.3389815,https://www.santosfc.com.br/,Rua Princesa Isabel,Santos,Santos Futebol Clube,(13) 3257-4000,,1013950391,OpenStreetMap,LATAM,Brazil
São Paulo,Theatro São Pedro,theatre,,-23.5323905,-46.6537801,https://www.theatrosaopedro.org.br/,Rua Doutor Albuquerque Lins,São Paulo,Secretaria de Cultura do Estado de São Paulo,+55 11 3661-6600,,1031641386,OpenStreetMap,LATAM,Brazil
São Paulo,Viva Eventos,events_venue,,-23.5506275,-46.3114223,,Rua Baruel,,,+55 11 2630 0480,,1049374919,OpenStreetMap,LATAM,Brazil
São Paulo,Buffet Hero Kids,events_venue,,-23.5503808,-46.3014354,,Rua Caboclos,,,+55 11 97327 0279,,1052732544,OpenStreetMap,LATAM,Brazil
São Paulo,Toy Toy Buffet Infantil e Adulto,events_venue,,-23.670533,-46.6970821,,,,,,,1053739714,OpenStreetMap,LATAM,Brazil
São Paulo,Buffet Park Kids,events_venue,,-23.5518869,-46.3139394,,Rua São Luiz,,,,,1055189416,OpenStreetMap,LATAM,Brazil
São Paulo,Teadro Viradalata,theatre,,-23.5424447,-46.6834654,https://www.teatroviradalata.com.br,Rua Apinajés,São Paulo,,+55 11 3868 2535,,1074524155,OpenStreetMap,LATAM,Brazil
São Paulo,Casa Welucci,events_venue,,-23.5871749,-46.7198939,https://casalucci.com.br/,Rua Doutor Clóvis de Oliveira,,,,,1077803860,OpenStreetMap,LATAM,Brazil
São Paulo,Animatrix,events_venue,,-23.5019382,-46.6122559,,Rua Maria Cândida,São Paulo,,,,1078059593,OpenStreetMap,LATAM,Brazil
São Paulo,Estância Alto da Serra,events_venue,,-23.7932905,-46.5086385,https://estancia.com.br/,Estrada Névio Carlone,São Bernardo do Campo,,+55 11 4101 5000,,1081021088,OpenStreetMap,LATAM,Brazil
São Paulo,KidBeeruta,events_venue,,-23.715027,-46.5416979,https://www.kidbeeruta.com.br/kid-beeruta-do-campo/,Avenida Francisco Prestes Maia,,,+55 11 4335 1886,,1081854489,OpenStreetMap,LATAM,Brazil
São Paulo,Espaço Delícia,events_venue,,-23.3806061,-46.6229584,,,,,,,1082777620,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,nightclub,,-23.5281033,-46.6622264,,Avenida Mário de Andrade,São Paulo,,,,1087522103,OpenStreetMap,LATAM,Brazil
São Paulo,M2 Salão de Eventos,events_venue,,-23.6839039,-46.8019488,,Rua Portuguesa,,,+55 11 3497 1111,,1096121990,OpenStreetMap,LATAM,Brazil
São Paulo,Espaço Villas Buffet,events_venue,,-23.7102885,-46.545124,https://espacovillasbuffet.com.br/,Avenida Francisco Prestes Maia,,,,,1096721522,OpenStreetMap,LATAM,Brazil
São Paulo,Bahamas Club,nightclub,,-23.6154048,-46.6654891,,Rua dos Chanés,São Paulo,,,24/7,1105373012,OpenStreetMap,LATAM,Brazil
São Paulo,Espaço Jardim Moema,events_venue,,-23.6048787,-46.6731182,,Rua Tuim,São Paulo,,,,1116027354,OpenStreetMap,LATAM,Brazil
São Paulo,Boteco da Villa,events_venue,,-23.668744,-46.581864,,Rua Álvaro Alvim,,,,,1132980937,OpenStreetMap,LATAM,Brazil
São Paulo,Ilha Bella Festas,events_venue,,-23.5335432,-46.7934427,,Avenida Crisântemo,,,,,1144808900,OpenStreetMap,LATAM,Brazil
São Paulo,Balão Mágico Buffet Infantil,events_venue,,-23.53387,-46.7939028,,Avenida Crisântemo,,,+55 11 3432 7721,,1144812044,OpenStreetMap,LATAM,Brazil
São Paulo,Zanini,events_venue,,-23.7825968,-46.5333039,,Estrada do Rio Acima,,,,,1147463497,OpenStreetMap,LATAM,Brazil
São Paulo,Mundo Mágico Buffet,events_venue,,-23.6198708,-46.5659011,,Rua Nossa Senhora de Fátima,,,,,1164748396,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro Inezita Barroso,theatre,,-23.7248752,-46.5288221,,,,Secretaria  de Cultura,,,1168418158,OpenStreetMap,LATAM,Brazil
São Paulo,The more club,nightclub,,-23.5822508,-46.6792128,,Rua Carla,São Paulo,,,,1169760652,OpenStreetMap,LATAM,Brazil
São Paulo,Mundo Pensante,nightclub,,-23.560563,-46.6463617,,Rua Treze de Maio,São Paulo,,,,1171316461,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,theatre,,-23.6346124,-46.580099,,,,,,,1177269408,OpenStreetMap,LATAM,Brazil
São Paulo,Esrádio Municipal Laudemiro Nascimento,stadium,,-23.3105969,-46.5731774,,,,"Secretaria Municipal de Esportes, Cultura e Lazer",,,1182315687,OpenStreetMap,LATAM,Brazil
São Paulo,Kasa de Campo,events_venue,,-23.313711,-46.560624,,Alameda das Palmeiras,,,,,1182553444,OpenStreetMap,LATAM,Brazil
São Paulo,Parque das Flôres,events_venue,,-23.3128071,-46.5181263,,Estrada Vereador Mario Romeiro,,,,,1182570880,OpenStreetMap,LATAM,Brazil
São Paulo,Salão Social,events_venue,,-23.6717693,-46.5105652,https://clubearamacan.com.br/salao-social/,,,Clube Atlético Aramaçan,,,1186330175,OpenStreetMap,LATAM,Brazil
São Paulo,Espaço Força Viva,events_venue,,-23.6612616,-46.5464203,,Avenida Dom Jorge Marcos de Oliveira,Santo André,,,,1186433856,OpenStreetMap,LATAM,Brazil
São Paulo,Terraço Limão,events_venue,,-23.5091708,-46.6701855,,Avenida Engenheiro Caetano Alvares,São Paulo,,,,1189450578,OpenStreetMap,LATAM,Brazil
São Paulo,Centro de Eventos Professor Walter Ribas de Andrade,events_venue,,-23.3340863,-46.8421649,,,,,,,1191939804,OpenStreetMap,LATAM,Brazil
São Paulo,Salão de Festas do Portland,events_venue,,-23.3674695,-46.8725885,,,,,,,1192136067,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,theatre,,-23.3363753,-46.8425733,,,,,,,1192489148,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro Padre Bento,theatre,,-23.4687458,-46.5494463,,Rua Francisco Foot,Guarulhos,Prefeitura de Guarulhos,+55 11 2229-5043,,1195560170,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,theatre,,-23.4634091,-46.7123385,,,,,,,1198527240,OpenStreetMap,LATAM,Brazil
São Paulo,Capricho Buffet,events_venue,,-23.4730866,-46.6265738,,Avenida Engenheiro Caetano Alvares,São Paulo,,,,1201180075,OpenStreetMap,LATAM,Brazil
São Paulo,Kout´s Kids,events_venue,,-23.5049488,-46.6038208,,Avenida Joaquina Ramalho,São Paulo,,+55 11 2218-0079,,1201180079,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.4550939,-46.5192368,,,,,,,1206785200,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.490376,-46.6855535,,Avenida Inajar de Souza,São Paulo,,,,1217661403,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.4569623,-46.5306133,,,,,,,1220976535,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.4577777,-46.529834,,,,,,,1220976537,OpenStreetMap,LATAM,Brazil
São Paulo,Chácara Novo Horizonte,events_venue,,-23.5740402,-46.3674956,,Estrada Ibrahim Tannous Abi Chedid,,,,,1226767280,OpenStreetMap,LATAM,Brazil
São Paulo,Chácara Millenia,events_venue,,-23.5734724,-46.3633981,,Estrada Ibrahim Tannous Abi Chedid,,,,,1226767282,OpenStreetMap,LATAM,Brazil
São Paulo,Chácara Cristalina,events_venue,,-23.5734871,-46.3636809,,Estrada Ibrahim Tannous Abi Chedid,,,+55 11 4676 4872,,1226767283,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.6565263,-46.5296623,,,,,,,1226936579,OpenStreetMap,LATAM,Brazil
São Paulo,Anfiteatro Aberto das Nascentes,theatre,,-23.5425716,-46.6895485,,,,,,,1227143786,OpenStreetMap,LATAM,Brazil
São Paulo,Lesssgal Buffet,events_venue,,-23.4669833,-46.4202006,,Estrada Presidente Juscelino Kubitschek de Oliveira,,,,,1228639754,OpenStreetMap,LATAM,Brazil
São Paulo,Salie Eventos,events_venue,,-23.6879887,-46.8088557,,Rodovia Armando Salles,,,+55 11 5819 5136,,1249544192,OpenStreetMap,LATAM,Brazil
São Paulo,Estância Serra Dourada,events_venue,,-23.7593097,-46.8148873,,Rua Felipe Mendes Rodrigues,,,,,1249930361,OpenStreetMap,LATAM,Brazil
São Paulo,Triunfo Salão de Festas,events_venue,,-23.4154068,-46.4034276,,Rua Lagoa Seca,Guarulhos,,,,1252904160,OpenStreetMap,LATAM,Brazil
São Paulo,MDK Eventos,events_venue,,-23.7279994,-46.5675141,,Avenida Presidente João Café Filho,,,,,1258423621,OpenStreetMap,LATAM,Brazil
São Paulo,Pergolado,events_venue,,-23.6331847,-46.7232357,,,,,,,1268298044,OpenStreetMap,LATAM,Brazil
São Paulo,Buffet Showtime,events_venue,,-23.6171441,-46.5768771,,Rua Major Carlos Del Prete,,,,,1271792952,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro Celso Furtado,theatre,,-23.5159209,-46.6403024,,,,,,,1298216396,OpenStreetMap,LATAM,Brazil
São Paulo,Niso Vianna,theatre,,-23.5944999,-46.8400513,,Rua Santo Antônio,Cotia,ASSA,,,1300108528,OpenStreetMap,LATAM,Brazil
São Paulo,São Jorge,events_venue,,-23.7429394,-46.5562573,,,,,,,1301625794,OpenStreetMap,LATAM,Brazil
São Paulo,Casarão do Sérgio Silva,events_venue,,-23.4331134,-46.3256736,,Estrada da Promissão,,,,,1302745058,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.6220659,-46.4138487,,,,,,,1313564236,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,stadium,,-23.5493167,-46.6650446,,,,,,,1330720270,OpenStreetMap,LATAM,Brazil
São Paulo,Espaço Barcelona,events_venue,,-23.6168241,-46.5546628,,Rua Conselheiro Lafayette,,,,,1334576453,OpenStreetMap,LATAM,Brazil
São Paulo,Catavento,events_venue,,-23.6161923,-46.5535545,https://www.buffetcatavento.com/unidade-saocaetano,Avenida Goiás,,,,,1334576455,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,theatre,,-23.6475962,-46.7554801,,,,,,,1337382384,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,theatre,,-23.5293649,-46.5012611,,,,PMSP,,,1359112490,OpenStreetMap,LATAM,Brazil
São Paulo,Fantastic World,events_venue,,-23.5882788,-46.7236975,,,,,,,1366068166,OpenStreetMap,LATAM,Brazil
São Paulo,Espaço Rubi,events_venue,,-23.4934322,-46.5979653,,Avenida Júlio Buono,São Paulo,,,,1374232969,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro Municipal da Mooca Arthur Azevedo,theatre,349.0,-23.5631349,-46.5969126,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura/dec/teatros/arthur_azevedo,Avenida Paes de Barros,São Paulo,Prefeitura de São Paulo,+55 11 2604-5558,,1376167359,OpenStreetMap,LATAM,Brazil
São Paulo,Planeta Rizzo Buffet,events_venue,,-23.665776,-46.4931383,,Rua Paulo Sergio,Santo André,,+55 11 93237-1991,Mo-Sa 10:00-18:00; PH closed,1383664496,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,stadium,,-23.5985014,-46.8034014,,,,,,,1385998621,OpenStreetMap,LATAM,Brazil
São Paulo,Unknown,events_venue,,-23.5006348,-46.6760262,,,,Condominio belvedere,,,1419632575,OpenStreetMap,LATAM,Brazil
São Paulo,Vip Station,nightclub,,-23.6481867,-46.7161099,,Rua Gibraltar,São Paulo,,,,1428411097,OpenStreetMap,LATAM,Brazil
São Paulo,Arena CBLOL,events_venue,,-23.5196801,-46.6696269,,Avenida Thomas Edison,São Paulo,,,,1430234564,OpenStreetMap,LATAM,Brazil
São Paulo,Circo Spacial,theatre,,-23.6901808,-46.715765,,,,,,,1435549336,OpenStreetMap,LATAM,Brazil
São Paulo,Casa Helenya - Buffet Evento Perfeito,events_venue,,-23.583076,-46.5867384,https://www.buffeteventoperfeito.com.br/,Avenida Paes de Barros,São Paulo,,,24/7,1448055588,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro B32,theatre,,-23.5897174,-46.6827864,https://teatrob32.com.br/,Avenida Brigadeiro Faria Lima,São Paulo,,,,1454138041,OpenStreetMap,LATAM,Brazil
São Paulo,Chekap Drink's,nightclub,,-23.5320536,-46.453744,,Avenida Pires do Rio,,,,"Mo-Su,PH 20:00-03:00",1456283554,OpenStreetMap,LATAM,Brazil
São Paulo,Melicidade,events_venue,,-23.5255991,-46.7620072,,Avenida das Nações Unidas,Osasco,,,,1458365227,OpenStreetMap,LATAM,Brazil
São Paulo,Teatro Municipal Euclides Menato,theatre,,-23.7073417,-46.417477,,Avenida Prefeito Valdírio Prisco,Ribeirão Pires,,,,1486057656,OpenStreetMap,LATAM,Brazil
São Paulo,Casa Fasano,events_venue,,-23.5969586,-46.6954315,,,,,,,1486311660,OpenStreetMap,LATAM,Brazil
São Paulo,Casa Amarela,nightclub,,-23.4870752,-46.6528832,,Avenida Imirim,São Paulo,,,,1487218381,OpenStreetMap,LATAM,Brazil
London,Charles Cryer Studio Theatre,theatre,,51.3659217,-0.159608,http://www.secombetheatre.co.uk/charles+cryer+studio+theatre,,,,,,33869776,OpenStreetMap,EMEA,United Kingdom
London,Theatre 62,theatre,,51.3728529,-0.0104671,https://theatre62.org.uk/,,,,,,90703543,OpenStreetMap,EMEA,United Kingdom
London,Piccadilly Comedy Club,theatre,,51.509736,-0.131926,,,,,,,246518191,OpenStreetMap,EMEA,United Kingdom
London,Labyrinth,nightclub,,51.3331746,-0.2660986,,,,,,,255136176,OpenStreetMap,EMEA,United Kingdom
London,Corinthians Sports Club,stadium,,51.3828284,0.2948441,,,,,,,257374553,OpenStreetMap,EMEA,United Kingdom
London,Club Aquarium,nightclub,,51.5260155,-0.0854498,,,,,,,264624316,OpenStreetMap,EMEA,United Kingdom
London,The Tabard Theatre,theatre,,51.4956267,-0.2548747,http://www.tabardtheatre.co.uk/,,,,,,267470837,OpenStreetMap,EMEA,United Kingdom
London,The New Victoria Theatre,theatre,,51.320657,-0.5600267,https://www.atgtickets.com/venues/new-victoria-theatre/,"The Ambassadors, Peacocks Centre",Woking,The Ambassador Theatre Group Limited,+44 870 060 6645,Mo-Su 10:00-23:00,267735000,OpenStreetMap,EMEA,United Kingdom
London,Parker McMillan,nightclub,,51.521075,-0.0916939,,Chiswell Street,London,,,Mo-Fr 16:00-00:00,291951100,OpenStreetMap,EMEA,United Kingdom
London,White Bear Theatre Pub,theatre,,51.4867905,-0.1078631,https://www.whitebeartheatre.co.uk/,,,,,,295709722,OpenStreetMap,EMEA,United Kingdom
London,Bar Monsta,nightclub,,51.5400479,-0.1421041,,,,,,,296889738,OpenStreetMap,EMEA,United Kingdom
London,King's Head,theatre,,51.5383261,-0.1025991,,Upper Street,London,,,,299308588,OpenStreetMap,EMEA,United Kingdom
London,Almeida Theatre,theatre,,51.5394403,-0.1030764,,,,,,,299597608,OpenStreetMap,EMEA,United Kingdom
London,100 Club,nightclub,,51.5161082,-0.1353568,https://www.the100club.co.uk/,Oxford Street,London,,,,313349354,OpenStreetMap,EMEA,United Kingdom
London,Lucky Voice,nightclub,,51.5414402,-0.1030753,,,,,,,331880875,OpenStreetMap,EMEA,United Kingdom
London,The Famous Cocktail Bar,nightclub,,51.5460046,-0.1033857,https://www.barsandvenues.co.uk/jamandryeislington,Upper Street,London,Stonegate,,,331880921,OpenStreetMap,EMEA,United Kingdom
London,Shaw Theatre,theatre,,51.5288526,-0.1281323,https://www.shaw-theatre.com/,Euston Road,London,,,,332118767,OpenStreetMap,EMEA,United Kingdom
London,The Courtyard,theatre,,51.5279838,-0.0833863,https://www.thecourtyard.org.uk/,Pitfield Street,London,,,,334370373,OpenStreetMap,EMEA,United Kingdom
London,Charing Cross Theatre,theatre,265.0,51.5076633,-0.1243661,https://www.charingcrosstheatre.co.uk/,Villiers Street,London,,+44 8444 930 650,,345886715,OpenStreetMap,EMEA,United Kingdom
London,Heaven,nightclub,,51.507865,-0.1245597,http://www.heavennightclub-london.com,Villiers Street,London,,,,345887283,OpenStreetMap,EMEA,United Kingdom
London,People Club / Dancehall club,nightclub,,51.5479227,-0.1064381,,Holloway Road,London,,,,348116241,OpenStreetMap,EMEA,United Kingdom
London,Madame Jojo’s,nightclub,,51.512509,-0.133727,,Brewer Street,London,,,,348913121,OpenStreetMap,EMEA,United Kingdom
London,Tramshed Theatre,theatre,,51.4894756,0.0680071,https://tramshed.org/,Woolwich New Road,London,,,,353319091,OpenStreetMap,EMEA,United Kingdom
London,The Churchill,theatre,,51.4035538,0.0143007,,,,,,,354890137,OpenStreetMap,EMEA,United Kingdom
London,Young Actors Theatre,theatre,,51.5361068,-0.1106175,,,,,,,357362063,OpenStreetMap,EMEA,United Kingdom
London,The Garage,nightclub,,51.5467543,-0.1039603,https://www.thegarage.london/,Highbury Corner,London,,+44 20 7619 6720,,360043073,OpenStreetMap,EMEA,United Kingdom
London,Lightbox,nightclub,,51.4853592,-0.1234761,https://www.lightboxlondon.net/,South Lambeth Place,London,,,,368025671,OpenStreetMap,EMEA,United Kingdom
London,Southwark Playhouse Borough,theatre,,51.497606,-0.0984055,https://southwarkplayhouse.co.uk/,Newington Causeway,London,,,,368369090,OpenStreetMap,EMEA,United Kingdom
London,Harrow Arts Centre,theatre,,51.6084242,-0.363693,,,,,,,382329994,OpenStreetMap,EMEA,United Kingdom
London,The Forge,music_venue,,51.5369887,-0.1415347,https://theforgecamden.co.uk/,Delancey Street,London,,,,390928054,OpenStreetMap,EMEA,United Kingdom
London,Erith Playhouse,theatre,,51.4811327,0.1814449,https://www.playhouse.org.uk,Erith High Street,Erith,,,,401788093,OpenStreetMap,EMEA,United Kingdom
London,Adrian Mann Theatre,theatre,,51.3423119,-0.245235,,,,,,,417216057,OpenStreetMap,EMEA,United Kingdom
London,Copper Ceylon,nightclub,,51.4072167,0.0164512,,East Street,Bromley,,,,420771879,OpenStreetMap,EMEA,United Kingdom
London,Surya,nightclub,,51.5314074,-0.1155457,,Pentonville Road,London,,,,425175062,OpenStreetMap,EMEA,United Kingdom
London,The Underworld,nightclub,,51.5391849,-0.1422052,https://www.theunderworldcamden.co.uk/,Camden High Street,London,,,,430832360,OpenStreetMap,EMEA,United Kingdom
London,Carisbrooke Hall,events_venue,,51.5140456,-0.1619221,,,,,,,452396928,OpenStreetMap,EMEA,United Kingdom
London,The Tabernacle,music_venue,,51.5167961,-0.2018018,,,,,,,497394455,OpenStreetMap,EMEA,United Kingdom
London,Rhoda McGaw Theatre,theatre,,51.3205225,-0.5599651,https://www.atgtickets.com/venues/rhoda-mcgaw-theatre-woking/,,,Ambassadors Theatre Group,,,510533157,OpenStreetMap,EMEA,United Kingdom
London,Jamboree,music_venue,,51.5305881,-0.1196742,https://jamboreevenue.co.uk,St Chad's Place,London,,,We 11:00-00:00; Th-Sa 11:00-01:00; Su 13:00-00:00,520235585,OpenStreetMap,EMEA,United Kingdom
London,The Crypt,events_venue,,51.523472,-0.105511,https://cryptonthegreen.co.uk/,Clerkenwell Close,London,,,,576994712,OpenStreetMap,EMEA,United Kingdom
London,O2 Academy Islington,nightclub,,51.534574,-0.1056969,https://www.academymusicgroup.com/o2academyislington/,Parkfield Street,London,Academy Music Group,,,582582173,OpenStreetMap,EMEA,United Kingdom
London,"The Broadway Theatre, Barking",theatre,,51.5359833,0.0772176,,Broadway,Barking,,,,598355044,OpenStreetMap,EMEA,United Kingdom
London,Charlie's Angels and Club Oops!,nightclub,,51.5135378,-0.0712782,http://www.cluboops.co.uk,Alie Street,London,,,,662188966,OpenStreetMap,EMEA,United Kingdom
London,Opera Holland Park,theatre,,51.5023041,-0.2021397,http://www.ohp.rbkc.gov.uk/,,,,,,666122718,OpenStreetMap,EMEA,United Kingdom
London,Grace Hall,events_venue,,51.5135099,-0.0832315,,Leadenhall Street,London,,,,692162587,OpenStreetMap,EMEA,United Kingdom
London,The Pigalle Club,nightclub,,51.509508,-0.135008,,Piccadilly,London,,,,693187812,OpenStreetMap,EMEA,United Kingdom
London,Troy 22,nightclub,,51.5168851,-0.1320093,http://troyclub.co.uk/,Hanway Street,London,,,,699782743,OpenStreetMap,EMEA,United Kingdom
London,Toy Room Club,nightclub,,51.5146613,-0.1405708,https://www.toy-room.com/,Argyll Street,London,,+44 20 7734 6066,,799284713,OpenStreetMap,EMEA,United Kingdom
London,Little Angel Theatre,theatre,,51.5388222,-0.1013532,https://www.littleangeltheatre.com,Dagmar Passage,London,,+44 20 7226 1787,Mo 11:00-17:00; Tu-Su 11:00-15:00,824412278,OpenStreetMap,EMEA,United Kingdom
London,Clapham Grand,music_venue,,51.4631201,-0.1694509,,Saint John's Hill,London,,,,1112173871,OpenStreetMap,EMEA,United Kingdom
London,Electrowerkz,events_venue,,51.5324877,-0.1050124,https://www.electrowerkz.co.uk/,Torrens Street,London,Independent,,,1120750177,OpenStreetMap,EMEA,United Kingdom
London,Watford Colosseum,theatre,,51.658922,-0.4034534,https://watfordcolosseum.co.uk/,,Watford,,,,1265649653,OpenStreetMap,EMEA,United Kingdom
London,Unknown,theatre,,51.5094873,-0.1975204,,,,,,,1283783642,OpenStreetMap,EMEA,United Kingdom
London,Lion and Unicorn,theatre,,51.5480478,-0.1390239,https://www.thelionandunicorntheatre.com/,,,,,,1340912562,OpenStreetMap,EMEA,United Kingdom
London,Metric,nightclub,,51.5003896,-0.178399,,,,Imperial College Union,,,1478210433,OpenStreetMap,EMEA,United Kingdom
London,Corsica Studios,nightclub,,51.4934892,-0.0987681,https://www.corsicastudios.com/,Elephant Road,London,,+44 20 7703 4760,,1548849869,OpenStreetMap,EMEA,United Kingdom
London,Arizona Lounge,nightclub,,51.5222318,-0.1580011,https://www.arizonalounge.com/,Marylebone Road,London,,,,1614146298,OpenStreetMap,EMEA,United Kingdom
London,The Bull,theatre,,51.6532091,-0.2000071,,,,,,,1634364050,OpenStreetMap,EMEA,United Kingdom
London,The Hatch Club,nightclub,,51.4752197,-0.0351997,https://www.thehatchclub.co.uk/,Lewisham Way,London,,+44 20 8692 9854,Fr-Sa 22:00-27:00,1686457367,OpenStreetMap,EMEA,United Kingdom
London,George Wood Theatre,theatre,,51.4741461,-0.0367589,,,,,,,1686509056,OpenStreetMap,EMEA,United Kingdom
London,Pentameter's theatre,theatre,,51.55596,-0.1783675,,,,,,,1687087838,OpenStreetMap,EMEA,United Kingdom
London,The Hideaway,theatre,,51.4266863,-0.1304202,,Empire Mews,London,,,,1726901175,OpenStreetMap,EMEA,United Kingdom
London,BAC - Battersea Arts Center,theatre,,51.4648439,-0.1607466,,,,,,,1741807618,OpenStreetMap,EMEA,United Kingdom
London,Edward Alderton Theatre,theatre,,51.4609725,0.1255799,,,,,,,1744565639,OpenStreetMap,EMEA,United Kingdom
London,The Steel Yard,nightclub,,51.510124,-0.0903711,,All Hallows Lane,London,,,,1779091997,OpenStreetMap,EMEA,United Kingdom
London,Luna,nightclub,,51.3729055,-0.1004846,,High Street,Croydon,,,,1804468520,OpenStreetMap,EMEA,United Kingdom
London,Unknown,theatre,,51.3857128,-0.4247232,,,,,,,1969743161,OpenStreetMap,EMEA,United Kingdom
London,Tara Arts,theatre,,51.4422042,-0.188394,,Garratt Lane,London,,,,1991715167,OpenStreetMap,EMEA,United Kingdom
London,Lanterns Studio Theatre,theatre,,51.4987091,-0.0186234,https://lanternsstudiotheatre.co.uk/,Millharbour,London,,,,2024044309,OpenStreetMap,EMEA,United Kingdom
London,Shooshh...,nightclub,,51.3736952,-0.1013627,,Crown Hill,Croydon,,,,2075477230,OpenStreetMap,EMEA,United Kingdom
London,Energy,nightclub,,51.3725795,-0.1004915,,High Street,Croydon,,,,2103297804,OpenStreetMap,EMEA,United Kingdom
London,Blue Orchid Fun House,events_venue,,51.3732101,-0.0978336,,St George's Walk,Croydon,,,,2106381775,OpenStreetMap,EMEA,United Kingdom
London,The Front Room,theatre,,51.3731874,-0.0980063,https://www.frontroom.space/,St George's Walk,Croydon,,,,2106381784,OpenStreetMap,EMEA,United Kingdom
London,Soulful Cellar,nightclub,,51.3705115,-0.1002135,,High Street,Croydon,,,,2112979621,OpenStreetMap,EMEA,United Kingdom
London,Comedy Store,theatre,,51.5101213,-0.1322569,,Oxendon Street,London,,,,2145826681,OpenStreetMap,EMEA,United Kingdom
London,Amber Bar,nightclub,,51.5194649,-0.089136,,Ropemaker Street,London,,,"Mo-We 12:00-01:00, Th-Fr 12:00-02:00",2168949323,OpenStreetMap,EMEA,United Kingdom
London,Camden Centre,events_venue,,51.5290853,-0.1249856,,,,London Borough of Camden,,,2192775004,OpenStreetMap,EMEA,United Kingdom
London,Notting Hill Arts Club,nightclub,,51.5092409,-0.1944375,https://nottinghillartsclub.com/,Notting Hill Gate,London,,,,2244810458,OpenStreetMap,EMEA,United Kingdom
London,Blush,nightclub,,51.5150059,-0.1516133,,Duke Street,London,,,,2272747707,OpenStreetMap,EMEA,United Kingdom
London,Apartment 58,nightclub,,51.5162499,-0.1298109,,,,,,,2323776027,OpenStreetMap,EMEA,United Kingdom
London,Park Theatre,theatre,,51.5657257,-0.1084766,,Clifton Terrace,London,,+44 20 7870 6876,,2342065222,OpenStreetMap,EMEA,United Kingdom
London,funkymojoe,nightclub,,51.5969663,0.0212215,,,,,,,2367507978,OpenStreetMap,EMEA,United Kingdom
London,Dugdale Theatre,theatre,,51.6505092,-0.0804658,,,,,,,2416635164,OpenStreetMap,EMEA,United Kingdom
London,Tabu Lounge,nightclub,,51.3822567,-0.1069231,,London Road,,,,,2528652088,OpenStreetMap,EMEA,United Kingdom
London,Performance Centre,theatre,,51.5096041,-0.2774786,,,,,,,2622720535,OpenStreetMap,EMEA,United Kingdom
London,Kolis,nightclub,,51.5661443,-0.1350041,,,,,,,2659475648,OpenStreetMap,EMEA,United Kingdom
London,Area,nightclub,,51.487247,-0.122859,,,,,,,2686842564,OpenStreetMap,EMEA,United Kingdom
London,Union,nightclub,,51.487142,-0.122901,,,,,,,2686843671,OpenStreetMap,EMEA,United Kingdom
London,Paradise London,nightclub,,51.486936,-0.122976,,,,,,,2686845554,OpenStreetMap,EMEA,United Kingdom
London,Grand Palace Banqueting Suite,events_venue,,51.6007819,-0.1111404,https://grandpalace.co.uk/,High Road,London,,,,2689565903,OpenStreetMap,EMEA,United Kingdom
London,Brockley Jack Theatre,theatre,,51.4534948,-0.038386,,Brockley Road,London,,,,2715385289,OpenStreetMap,EMEA,United Kingdom
London,Venue 229,nightclub,,51.5235138,-0.1446307,https://229.london,Great Portland Street,London,,,,2766493533,OpenStreetMap,EMEA,United Kingdom
